rea_time,goResp,hitGoal,subject,session,block,trial,response_cat,sampleTimeMsGo_01,sampleTimeMsGo_02,sampleTimeMsGo_03,sampleTimeMsGo_04,sampleTimeMsGo_05,sampleTimeMsGo_06,samplePosDegAtt_01,samplePosDegAtt_02,samplePosDegAtt_03,samplePosDegAtt_04,samplePosDegAtt_05,samplePosDegAtt_06,sampleAccprobHit_01,sampleAccprobHit_02,sampleAccprobHit_03,sampleAccprobHit_04,sampleAccprobHit_05,sampleAccprobHit_06,sampleProbHit_01,sampleProbHit_02,sampleProbHit_03,sampleProbHit_04,sampleProbHit_05,sampleProbHit_06,answer
0.57480224,1,1,o1,3,2,97,HIT,0,167,333,500,667,833,-3.226390076,-1.129555173,1.640907456,0.395992849,-1.767555167,-1.186899325,0.59670124,0.80865262,1,1,1,1,0.59670124,0.858805603,0.794886568,0.950500894,0.779055604,0.851637584,1
,0,0,o1,3,2,98,CORRECT REJECTION,0,166,333,500,666,833,7.514366915,6.937381783,7.848217154,3.831267299,5.935155742,3.778540552,0.060704136,0.065422621,0.02141054,0.038107189,0.038107189,0.038618411,0.060704136,0.132827277,0.018972856,0.521091588,0.258105532,0.527682431,1
0.43313812,1,1,o1,3,2,100,HIT,0,167,333,500,667,833,-2.321058232,1.673390598,-5.494746958,-4.153220718,1.540366836,-1.153405065,0.709867721,1,1,1,1,1,0.709867721,0.790826175,0.31315663,0.48084741,0.807454145,0.855824367,1
,0,0,o1,3,2,101,CORRECT REJECTION,0,166,333,499,666,833,7.13214201,8.838678816,8.831420039,7.666497386,5.258078776,4.777591239,0.108482249,0,0,0,0,0,0.108482249,0,0,0.041687827,0.342740153,0.402801095,1
,0,0,o1,3,2,102,CORRECT REJECTION,0,166,333,500,667,833,-6.32246404,-8.399025396,-8.564806555,-3.005763959,-4.552379732,-6.01512488,0.209691995,0,0,0,0,0,0.209691995,0,0,0.624279505,0.430952533,0.24810939,1
,0,0,o1,3,2,103,CORRECT REJECTION,0,166,333,500,666,833,-7.328357569,-7.396235241,-8.798229,-3.60906586,-8.908914662,-5.315429971,0.083955304,0.076116421,0,0,0,0,0.083955304,0.075470595,0,0.548866768,0,0.335571254,1
,0,0,o1,3,2,104,CORRECT REJECTION,0,166,333,500,666,833,6.497039346,5.761372548,4.070572689,4.003928617,9.079631161,8.309486298,0.187870082,0.206895886,0.269660296,0.272923711,0,0,0.187870082,0.279828431,0.491178414,0.499508923,0,0,1
,0,0,o1,3,2,105,CORRECT REJECTION,0,167,333,500,667,834,-2.89177024,-7.514050272,-9.757709147,-7.837831876,-3.779445178,-6.775223029,0.63852872,0.143869158,0,0,0,0,0.63852872,0.060743716,0,0.020271015,0.527569353,0.153097121,1
,0,0,o1,3,2,106,CORRECT REJECTION,0,166,333,499,666,833,-3.528540398,-3.452465311,-2.651096687,-1.87392718,-8.291515117,-6.757047307,0.55893245,0.564298583,0.627788594,0.704678809,0,0,0.55893245,0.568441836,0.668612914,0.765759103,0,0.155369087,1
,0,0,o1,3,2,107,CORRECT REJECTION,0,166,333,500,667,833,-7.040537829,-9.9628892,-8.84128114,-6.246105209,-4.341538394,-2.449384137,0.119932771,0,0,0,0,0,0.119932771,0,0,0.219236849,0.457307701,0.693826983,1
0.49977668,1,1,o1,3,2,108,HIT,0,167,333,500,667,833,0.280040294,-1.112947313,-0.645777658,1.31643567,2.196710478,2.37760357,0.964994963,1,1,1,1,1,0.964994963,0.860881586,0.919277793,0.835445541,0.72541119,0.702799554,1
0.4076746,1,1,o1,3,2,109,HIT,0,166,333,499,666,832,-1.341863881,5.883118676,-1.334124347,5.362988309,0.681411815,1.302846528,0.832267015,1,1,1,1,1,0.832267015,0.264610166,0.833234457,0.329626461,0.914823523,0.837144184,1
0.48286444,1,1,o1,3,2,111,HIT,0,166,333,499,666,833,-2.326614704,-2.627994985,-2.494567585,0.96766375,-3.661130473,1.274106735,0.709173162,0.697788073,0.697788073,1,1,1,0.709173162,0.671500627,0.688179052,0.879042031,0.542358691,0.840736658,1
0.60812644,1,1,o1,3,2,112,HIT,0,166,333,500,666,833,-5.052391324,-4.35229975,-1.852988433,-4.572381507,-0.436351573,-5.673459855,0.368451084,0.403787076,0.61400876,0.61400876,0.871052985,0.842067074,0.368451084,0.455962531,0.768376446,0.428452312,0.945456053,0.290817518,1
0.558262,1,1,o1,3,2,113,HIT,1,167,334,500,667,834,3.904386099,4.422936874,-1.702033396,-1.262475072,4.699427295,2.232711481,0.511951738,0.47812436,1,1,1,1,0.511951738,0.447132891,0.787245826,0.842190616,0.412571588,0.720911065,1
0.39151824,1,1,o1,3,3,2,HIT,0,166,333,499,666,833,-2.598994755,0.637839507,1.150983995,-1.387879922,-3.593266209,-3.851703722,0.675125656,1,1,1,1,1,0.675125656,0.920270062,0.856127001,0.82651501,0.550841724,0.518537035,1
0.52489592,1,1,o1,3,3,3,HIT,0,167,333,500,667,834,3.256320199,1.912410888,-0.777684256,4.546776929,0.791578967,2.128727712,0.592959975,0.712682567,1,1,1,1,0.592959975,0.760948639,0.902789468,0.431652884,0.901052629,0.733909036,1
0.54963464,1,1,o1,3,3,4,HIT,0,167,334,500,667,834,-0.434269866,1.503113068,-2.260461765,-3.356756039,-5.27632915,-0.713127993,0.945716267,1,1,1,1,1,0.945716267,0.812110866,0.717442279,0.580405495,0.340458856,0.910859001,1
0.52489304,1,1,o1,3,3,5,HIT,0,167,333,500,667,834,-0.296679039,-0.965285304,3.218646677,2.024563678,0.768733465,0.259204393,0.96291512,0.959533064,1,1,1,1,0.96291512,0.879339337,0.597669165,0.74692954,0.903908317,0.967599451,1
,0,0,o1,3,3,6,CORRECT REJECTION,0,166,333,499,666,833,-8.68778091,-7.618230247,-4.523725435,-5.102868696,-3.675915536,-8.383729088,0,0,0,0,0,0,0,0.047721219,0.434534321,0.362141413,0.540510558,0,1
0.4500458,1,1,o1,3,3,8,HIT,0,166,333,500,666,833,-1.058137159,5.795111012,4.994429366,4.375913482,3.192634041,2.696387591,0.867732855,1,1,1,1,1,0.867732855,0.275611123,0.375696329,0.453010815,0.600920745,0.662951551,1
,0,0,o1,3,3,9,CORRECT REJECTION,0,166,333,500,666,833,6.625238163,9.17948913,5.163042008,6.945396248,2.428938345,8.081919086,0.17184523,0,0,0,0,0,0.17184523,0,0.354619749,0.131825469,0.696382707,0,1
,0,1,o1,3,3,10,MISS,0,166,333,500,666,833,-1.564714174,-2.566722561,-2.912429214,-2.721032256,-3.990249504,-4.227772758,0.804410728,0.776405252,0.764785456,0.764785456,0.719306827,0.706814437,0.804410728,0.67915968,0.635946348,0.659870968,0.501218812,0.471528405,0
,0,0,o1,3,3,12,CORRECT REJECTION,0,167,333,500,667,833,-3.268710879,-6.102134205,-2.232904668,-6.477318737,-7.698367837,-9.649661276,0.59141114,0.367335262,0.459445959,0.405444394,0.119008791,0,0.59141114,0.237233224,0.720886916,0.190335158,0.03770402,0,1
0.47463116,1,1,o1,3,3,15,HIT,0,167,333,500,667,833,-2.715449196,-4.293923531,0.661787653,-6.088745766,-0.848851125,-1.189571062,0.660568851,0.577133327,1,1,1,1,0.660568851,0.463259559,0.917276543,0.238906779,0.893893609,0.851303617,1
,0,1,o1,3,3,16,MISS,0,166,333,500,666,833,2.627657479,0.588602659,-0.883810076,0.296270427,2.378123385,2.965831883,0.671542815,0.901256824,1,1,1,1,0.671542815,0.926424668,0.88952374,0.962966197,0.702734577,0.629271015,0
0.44124984,1,1,o1,3,3,17,HIT,0,166,333,500,666,833,-4.778359119,0.043958047,0.747268286,-4.314539409,0.332798779,-3.963041588,0.40270511,1,1,1,1,1,0.40270511,0.994505244,0.906591464,0.460682574,0.958400153,0.504619801,1
0.4830628,1,1,o1,3,3,19,HIT,0,166,333,500,666,833,-3.873273084,1.678899902,-3.186469591,-2.171153462,-3.213379954,-0.269807658,0.515840865,1,1,1,1,1,0.515840865,0.790137512,0.601691301,0.728605817,0.598327506,0.966274043,1
0.58297672,1,0,o1,3,3,20,FALSE ALARM,0,166,333,500,666,833,-9.934574058,-3.731355103,-2.564924699,-2.254027369,-3.815152003,-1.971682239,0,0,0,0,0,0,0,0.533580612,0.679384413,0.718246579,0.523106,0.75353972,0
0.516387,1,1,o1,3,3,21,HIT,0,166,333,500,666,833,1.724615263,-0.450809807,-3.946949439,-2.286417365,1.512290002,-0.432533162,0.784423092,1,1,1,1,1,0.784423092,0.943648774,0.50663132,0.714197829,0.81096375,0.945933355,1
0.53293648,1,1,o1,3,3,22,HIT,0,166,333,499,666,833,-5.20759409,-0.229787213,1.888879865,-0.247828885,-3.608799747,-4.468832401,0.349050739,0.923966734,1,1,1,1,0.349050739,0.971276598,0.763890017,0.969021389,0.548900032,0.44139595,1
,0,0,o1,3,3,23,CORRECT REJECTION,0,166,333,500,667,833,6.998530271,8.380302947,8.50006353,4.86024196,2.431558212,6.304976328,0.125183716,0,0,0,0,0,0.125183716,0,0,0.392469755,0.696055224,0.211877959,1
,0,1,o1,3,3,24,MISS,0,166,334,500,667,833,-4.031190412,-4.495837824,-5.208636195,-5.603926916,-5.577102841,-5.249204478,0.496101198,0.465029623,0.409137651,0.372798328,0.372798328,0.372798328,0.496101198,0.438020272,0.348920476,0.299509135,0.302862145,0.34384944,0
,0,0,o1,3,3,25,CORRECT REJECTION,0,167,334,500,667,833,2.817699145,9.01852419,3.427579271,4.856933521,3.136302467,6.984694622,0.647787607,0,0,0,0,0,0.647787607,0,0.571552591,0.39288331,0.607962192,0.126913172,1
,0,0,o1,3,3,26,CORRECT REJECTION,0,167,334,500,667,833,-7.750446866,-7.824759516,-9.168050074,-4.548988376,-6.66393379,-6.150313135,0.031194142,0.022110446,0,0,0,0,0.031194142,0.02190506,0,0.431376453,0.167008276,0.231210858,1
,0,1,o1,3,3,28,MISS,0,167,333,500,667,834,4.142704857,0.709116944,4.529199247,4.368345132,-0.24248607,-1.192554862,0.482161893,0.84471026,0.830351458,0.830351458,1,1,0.482161893,0.911360382,0.433850094,0.453956858,0.969689241,0.850930642,0
,0,0,o1,3,3,29,CORRECT REJECTION,0,167,334,500,667,833,-8.815411938,-2.389584829,-6.987640368,-3.951892719,-3.457347666,-5.330800063,0,0,0,0,0,0,0,0.701301896,0.126544954,0.50601341,0.567831542,0.333649992,1
,0,0,o1,3,3,30,CORRECT REJECTION,0,166,333,499,666,833,-3.291565511,-7.557669931,-4.045501944,-5.363617916,-4.2991616,-5.425036494,0.588554311,0.118463428,0.118463428,0.118463428,0.118463428,0.118463428,0.588554311,0.055291259,0.494312257,0.329547761,0.4626048,0.321870438,1
0.57481676,1,1,o1,3,3,31,HIT,0,167,333,500,667,833,5.21581236,0.705432181,4.848124494,4.561688405,3.805172999,2.65679543,0.348023455,0.797848414,0.797848414,0.797848414,0.797848414,0.797848414,0.348023455,0.911820977,0.393984438,0.429788949,0.524353375,0.667900571,1
0.45841252,1,0,o1,3,3,32,FALSE ALARM,0,167,333,500,667,833,2.634871461,4.723440213,8.576338798,4.790402639,2.361180047,2.673076652,0.670641067,0.554275208,0,0,0,0,0.670641067,0.409569973,0,0.40119967,0.704852494,0.665865418,0
,0,0,o1,3,3,33,CORRECT REJECTION,0,167,334,500,667,833,7.918486643,6.527118192,1.813508136,7.578752207,3.637676134,4.35604257,0.01018917,0.012334378,0.043014476,0.043014476,0.043014476,0.043014476,0.01018917,0.184110226,0.773311483,0.052655974,0.545290483,0.455494679,1
0.450326,1,1,o1,3,3,34,HIT,0,167,334,500,667,834,-1.800014222,5.271106109,2.351868794,-1.014961688,4.013876284,0.306119582,0.774998222,1,1,1,1,1,0.774998222,0.341111736,0.706016401,0.873129789,0.498265465,0.961735052,1
0.48316348,1,1,o1,3,3,35,HIT,0,166,333,499,666,833,0.85587529,-2.097107636,-1.808823079,-4.90155218,-2.401571237,-0.579792936,0.893015589,1,1,1,1,1,0.893015589,0.737861545,0.773897115,0.387305978,0.699803595,0.927525883,1
,0,0,o1,3,3,36,CORRECT REJECTION,0,167,333,500,667,833,-8.875019732,-2.990592753,-6.876839494,-6.933304098,-4.660420079,-3.170895501,0,0,0,0,0,0,0,0.626175906,0.140395063,0.133336988,0.41744749,0.603638062,1
0.44132412,1,1,o1,3,3,37,HIT,0,167,334,500,667,834,0.856297285,0.375971317,4.087112764,-0.475589365,1.143892483,-1.820064847,0.892962839,0.950001647,0.912337674,1,1,1,0.892962839,0.953003585,0.489110905,0.940551329,0.85701344,0.772491894,1
0.54959204,1,1,o1,3,3,38,HIT,0,166,333,500,666,833,1.185908835,-4.107365142,-2.544195369,-1.675228145,1.256551873,-1.231350556,0.851761396,1,1,1,1,1,0.851761396,0.486579357,0.681975579,0.790596482,0.842931016,0.84608118,1
,0,0,o1,3,3,39,CORRECT REJECTION,0,166,333,500,666,833,-4.772133029,-8.374048565,-2.19739985,-3.333371521,-9.071189151,-2.477289761,0.403483371,0,0,0,0,0,0.403483371,0,0.725325019,0.58332856,0,0.69033878,1
,0,0,o1,3,3,40,CORRECT REJECTION,0,167,334,500,667,833,9.619640293,7.595937688,2.647792603,6.788548956,8.560136916,8.765245582,0,0,0,0,0,0,0,0.050507789,0.669025925,0.151431381,0,0,1
0.57473624,1,1,o1,3,3,41,HIT,0,167,334,500,667,833,3.088531448,-0.050648508,1.359288906,3.33526214,4.24481154,4.412695275,0.613933569,1,1,1,1,1,0.613933569,0.993668936,0.830088887,0.583092232,0.469398558,0.448413091,1
,0,0,o1,3,3,43,CORRECT REJECTION,0,166,333,499,666,833,-9.650892796,-3.991800459,-7.727182057,-8.654572098,-1.958102305,-8.12343988,0,0,0,0,0,0,0,0.501024943,0.034102243,0,0.755237212,0,1
,0,0,o1,3,3,44,CORRECT REJECTION,0,167,334,500,667,833,-8.20713557,-6.217017966,-9.478724148,-6.007871411,-4.722336318,-9.537401279,0,0,0,0,0,0,0,0.222872754,0,0.249016074,0.40970796,0,1
0.432586,1,1,o1,3,3,45,HIT,0,166,333,499,666,832,-1.031185182,4.850309159,0.397526334,-1.539970945,1.989329657,-0.609354692,0.871101852,1,1,1,1,1,0.871101852,0.393711355,0.950309208,0.807503632,0.751333793,0.923830664,1
0.51648684,1,1,o1,3,3,46,HIT,0,166,333,500,666,833,3.217571293,0.905035515,5.110612734,1.174093197,0.560582141,5.460681051,0.597803588,0.840871875,0.76148269,0.76148269,0.837510982,0.819161281,0.597803588,0.886870561,0.361173408,0.85323835,0.929927232,0.317414869,1
0.4660608,1,1,o1,3,3,47,HIT,0,166,333,499,666,833,-4.704767659,0.911872941,1.058681417,-3.671617985,-1.64704949,0.314983334,0.411904043,1,1,1,1,1,0.411904043,0.886015882,0.867664823,0.541047752,0.794118814,0.960627083,1
0.55826404,1,0,o1,3,3,48,FALSE ALARM,0,166,333,500,666,833,-5.451445963,-2.14745271,-5.945473794,-2.058425595,-8.648650721,-9.136806891,0.318569255,0.542706639,0.488942531,0.499525962,0,0,0.318569255,0.731568411,0.256815776,0.742696801,0,0,0
0.62433044,1,1,o1,3,3,49,HIT,0,166,333,499,666,833,1.834274717,1.079248275,3.80110391,0.478662513,4.40957981,5.257239615,0.77071566,0.851034891,0.795525056,0.897668302,0.882365991,0.851412705,0.77071566,0.865093966,0.524862011,0.940167186,0.448802524,0.342845048,1
0.51672336,1,1,o1,3,3,50,HIT,0,166,333,499,666,833,-2.96197828,1.407728532,-3.474824329,-3.001972299,-0.777414669,-5.28189352,0.629752715,1,1,1,1,1,0.629752715,0.824033934,0.565646959,0.624753463,0.902823166,0.33976331,1
,0,0,o1,3,3,52,CORRECT REJECTION,0,166,333,500,667,833,8.852117839,9.326333299,6.859906466,5.45342241,4.27906208,7.997892613,0,0,0,0,0,0,0,0,0.142511692,0.318322199,0.46511724,0.000263423,1
0.44986328,1,1,o1,3,3,53,HIT,0,166,333,500,666,833,0.680923147,1.378301071,0.306767492,-5.671417396,1.421316839,-6.102225394,0.914884607,0.906756349,0.955723608,1,1,1,0.914884607,0.827712366,0.961654063,0.291072825,0.822335395,0.237221826,1
,0,0,o1,3,3,55,CORRECT REJECTION,0,167,333,500,666,833,-6.956693719,-6.490474974,-7.849094976,-7.960765216,-9.147551915,-5.140012167,0.130413285,0.13848375,0.022721938,0.006008657,0,0,0.130413285,0.188690628,0.018863128,0.004904348,0,0.357498479,1
0.48280072,1,1,o1,3,3,56,HIT,1,166,334,500,666,833,0.738984236,-5.645575424,-4.003790374,0.209484216,-3.165178473,-5.707177518,0.90762697,1,1,1,1,1,0.90762697,0.294303072,0.499526203,0.973814473,0.604352691,0.28660281,1
,0,0,o1,3,3,57,CORRECT REJECTION,0,166,334,500,667,833,-8.684202656,-3.691341374,-8.121962082,-1.931624763,-4.638498735,-8.97900873,0,0,0,0,0,0,0,0.538582328,0,0.758546905,0.420187658,0,1
,0,0,o1,3,3,58,CORRECT REJECTION,0,166,333,499,666,833,6.328609902,4.603549959,2.054219853,7.44396927,6.786915166,2.97584143,0.208923762,0.266359532,0.448621869,0.213018142,0.213018142,0.213018142,0.208923762,0.424556255,0.743222518,0.069503841,0.151635604,0.628019821,1
,0,0,o1,3,3,59,CORRECT REJECTION,0,166,333,499,667,833,4.651541426,7.392642373,4.565992933,6.476610395,6.936235199,2.578520404,0.418557322,0.115491402,0.117401212,0.117401212,0.117401212,0.190640577,0.418557322,0.075919703,0.429250883,0.190423701,0.1329706,0.67768495,1
0.5748446,1,1,o1,3,3,60,HIT,0,167,333,500,667,833,1.71236521,-0.578120584,-1.119577908,4.480558125,0.21351238,1.934768848,0.785954349,1,1,1,1,1,0.785954349,0.927734927,0.860052762,0.439930234,0.973310952,0.758153894,1
,0,0,o1,3,3,61,CORRECT REJECTION,0,166,333,500,666,833,-2.320920524,-9.224210389,-6.022991132,-5.61419348,-7.768086075,-5.097632374,0.709884935,0,0,0,0,0,0.709884935,0,0.247126109,0.298225815,0.028989241,0.362795953,1
0.51597276,1,1,o1,3,3,64,HIT,0,166,333,499,666,832,-1.825541848,-1.506318049,-5.349907958,1.464402086,-6.093328613,-2.169356801,0.771807269,0.803884658,0.637591572,1,1,1,0.771807269,0.811710244,0.331261505,0.816949739,0.238333923,0.7288304,1
0.44981396,1,0,o1,3,3,65,FALSE ALARM,0,166,333,500,666,833,2.028472259,6.449702404,3.579536937,7.185232647,4.501714274,2.049250696,0.746440968,0.433192873,0.433192873,0.286563028,0.286563028,0.286563028,0.746440968,0.193787199,0.552557883,0.101845919,0.437285716,0.743843663,0
0.44992352,1,1,o1,3,3,66,HIT,0,166,333,500,666,833,-0.728261969,1.286818109,-1.812034226,-1.641389222,1.819707228,5.312304516,0.908967254,1,1,1,1,1,0.908967254,0.839147736,0.773495722,0.794826347,0.772536597,0.335961935,1
0.54934676,1,1,o1,3,3,67,,0,166,333,500,666,833,-1.094011552,-5.146164418,-1.29998084,-4.217544681,-2.657890313,-0.558314804,0.863248556,0.722884014,0.722884014,0.722884014,0.722884014,0.836374503,0.863248556,0.356729448,0.837502395,0.472806915,0.667763711,0.930210649,1
,0,0,o1,3,3,68,CORRECT REJECTION,0,167,334,500,667,833,9.595982547,7.707259631,4.348271609,7.279884809,2.592590103,4.711332573,0,0,0,0,0,0,0,0.036592546,0.456466049,0.090014399,0.675926237,0.411083428,1
0.4665024,1,1,o1,3,3,69,HIT,1,167,334,500,667,834,1.954030977,2.299471954,-1.727612738,-0.759019203,3.462982598,2.951544457,0.755746128,0.744723247,1,1,1,1,0.755746128,0.712566006,0.784048408,0.9051226,0.567127175,0.631056943,1
,0,0,o1,3,3,70,CORRECT REJECTION,0,166,334,500,667,833,7.434908652,9.546874453,8.101966389,8.812130137,2.745964025,8.428735825,0.070636418,0,0,0,0,0,0.070636418,0,0,0,0.656754497,0,1
,0,1,o1,3,3,71,MISS,0,166,333,499,666,833,-4.21509352,-6.079681269,1.086503701,0.506816949,-1.263940432,-2.612820959,0.47311331,0.312989356,1,1,1,1,0.47311331,0.240039841,0.864187037,0.936647881,0.842007446,0.67339738,0
,0,0,o1,3,3,72,CORRECT REJECTION,0,167,333,500,667,834,2.312283581,4.42058125,7.446589817,2.948750139,6.860263104,2.604661117,0.710964552,0.607535573,0.193115604,0.193115604,0.193115604,0.193115604,0.710964552,0.447427344,0.069176273,0.631406233,0.142467112,0.67441736,1
0.45000656,1,1,o1,3,3,73,HIT,0,166,333,500,666,833,-2.333505553,-1.522589903,-2.081304966,-5.735318928,-5.281913499,-2.218724232,0.708311806,0.78820809,0.78820809,0.597971755,0.597971755,0.597971755,0.708311806,0.809676262,0.739836879,0.283085134,0.339760813,0.722659471,1
,0,0,o1,3,3,74,CORRECT REJECTION,0,166,333,499,667,833,6.80717314,3.721033012,9.285179076,9.552691108,7.074996417,6.044271629,0.149103357,0.242747431,0,0,0,0,0.149103357,0.534870873,0,0,0.115625448,0.244466046,1
,0,0,o1,3,3,75,CORRECT REJECTION,0,166,333,500,667,833,9.737893252,7.286801523,8.917125907,9.664973432,7.312016467,2.831721244,0,0,0,0,0,0,0,0.08914981,0,0,0.085997942,0.646034844,1
0.41667384,1,1,o1,3,3,76,HIT,0,166,333,499,666,833,-0.938628476,2.244879948,5.428118631,-1.070127374,4.347445936,5.03266014,0.882671441,1,1,1,1,1,0.882671441,0.719390007,0.321485171,0.866234078,0.456569258,0.370917483,1
0.51648336,1,1,o1,3,3,77,HIT,0,167,334,500,667,833,-5.166761055,-1.168422762,1.351415489,-3.40877787,-1.199146428,0.239999184,0.354154868,0.708015608,1,1,1,1,0.354154868,0.853947155,0.831073064,0.573902766,0.850106697,0.970000102,1
,0,0,o1,3,3,78,CORRECT REJECTION,1,167,334,500,667,834,-9.207551588,-9.528522708,-6.351690515,-6.102815052,-4.682541041,-4.477142928,0,0,0,0,0,0,0,0,0.206038686,0.237148118,0.41468237,0.440357134,1
0.62481956,1,1,o1,3,3,79,HIT,0,166,333,500,666,833,0.286148747,4.056659505,2.267370038,-0.073398037,3.719758501,3.798107497,0.964231407,0.932344373,0.932344373,1,1,1,0.964231407,0.492917562,0.716578745,0.990825245,0.535030187,0.525236563,1
,0,0,o1,3,3,80,CORRECT REJECTION,0,167,334,500,667,833,8.861215153,9.717227024,6.383074642,4.33830658,2.3124481,7.34573875,0,0,0,0,0,0,0,0,0.20211567,0.457711677,0.710943987,0.081782656,1
,0,0,o1,3,3,82,CORRECT REJECTION,0,167,333,500,667,834,-4.72567165,-1.96272806,-3.637850148,-6.724053563,-7.398549057,-4.792266628,0.409291044,0.625223044,0.625223044,0.393971805,0.234558875,0.234558875,0.409291044,0.754658993,0.545268732,0.159493305,0.075181368,0.400966671,1
0.46648548,1,1,o1,3,3,83,HIT,0,167,333,500,666,833,-1.635632759,3.26532555,4.071527055,0.25518095,5.593553629,1.89783036,0.795545905,1,1,1,1,1,0.795545905,0.591834306,0.491059118,0.968102381,0.300805796,0.762771205,1
0.44978924,1,1,o1,3,3,85,HIT,0,166,333,499,666,833,2.361315026,5.015065264,4.320477438,5.55437408,-1.203740459,3.119989347,0.704835622,0.558323099,0.558323099,0.508769703,1,1,0.704835622,0.373116842,0.45994032,0.30570324,0.849532443,0.610001332,1
0.64114404,1,1,o1,3,3,86,HIT,0,166,333,499,666,833,5.145952347,5.917009817,4.19397347,2.329975549,-0.242668414,5.548494561,0.356755957,0.288145904,0.331846781,0.472015943,1,1,0.356755957,0.260373773,0.475753316,0.708753056,0.969666448,0.30643818,1
,0,1,o1,3,3,87,MISS,0,166,333,499,666,833,2.411711673,3.280394121,3.68650363,3.488585621,5.881227996,4.461893812,0.698536041,0.661814012,0.641392258,0.641392258,0.467670155,0.467670155,0.698536041,0.589950735,0.539187046,0.563926797,0.2648465,0.442263273,0
,0,0,o1,3,3,88,CORRECT REJECTION,0,167,334,500,667,833,-7.659172862,-2.462300859,-9.481399636,-5.761877855,-3.705033168,-7.20558297,0.042603392,0.121588147,0,0,0,0,0.042603392,0.692212393,0,0.279765268,0.536870854,0.099302129,1
,0,0,o1,3,3,89,CORRECT REJECTION,1,167,334,501,667,834,2.992015822,9.640449509,7.33391513,3.030550834,3.990193553,6.863797649,0.625998022,0,0,0,0,0,0.625998022,0,0.083260609,0.621181146,0.501225806,0.142025294,1
0.46650216,1,1,o1,3,3,90,HIT,1,167,334,500,667,834,-0.195243887,1.237172196,0.942611335,-3.798153051,-3.159098441,-3.185194797,0.975594514,1,1,1,1,1,0.975594514,0.845353476,0.882173583,0.525230869,0.605112695,0.60185065,1
,0,0,o1,3,3,91,CORRECT REJECTION,0,166,333,500,666,833,-4.349678777,-4.364397477,-7.694323733,-3.26809218,-9.619278247,-4.895614866,0.456290153,0.455287971,0.065661215,0.085533316,0,0,0.456290153,0.454450315,0.038209533,0.591488478,0,0.388048142,1
,0,0,o1,3,3,92,CORRECT REJECTION,0,166,333,500,666,833,5.830852929,8.746974719,2.806270212,3.563877073,5.957796747,5.341051182,0.271143384,0,0,0,0,0,0.271143384,0,0.649216224,0.554515366,0.255275407,0.332368602,1
,0,0,o1,3,3,94,CORRECT REJECTION,0,166,333,499,667,833,-2.403279493,-2.646193606,-7.84592059,-8.736900046,-3.503172102,-7.191255054,0.699590063,0.690182689,0.060249428,0,0,0,0.699590063,0.669225799,0.019259926,0,0.562103487,0.101093118,1
,0,0,o1,3,3,96,CORRECT REJECTION,0,166,334,500,667,833,-5.257864616,-6.605074889,-1.865331315,-8.728671777,-4.968537202,-7.163625561,0.342766923,0.209675214,0.427857484,0,0,0,0.342766923,0.174365639,0.766833586,0,0.37893285,0.104546805,1
0.48270328,1,1,o1,3,3,97,HIT,0,166,332,499,666,832,-0.950024937,5.793390157,3.300098892,4.584649921,6.015769233,-1.517391651,0.881246883,1,1,1,1,1,0.881246883,0.27582623,0.587487638,0.42691876,0.248028846,0.810326044,1
0.65834056,1,1,o1,3,3,100,HIT,0,167,333,500,667,833,-5.737824102,1.825860763,1.130723137,-1.746566199,-2.853529809,-5.627560985,0.282771987,1,1,1,1,1,0.282771987,0.771767405,0.858659608,0.781679225,0.643308774,0.296554877,1
,0,0,o1,3,3,101,CORRECT REJECTION,0,166,333,499,667,833,-6.249806916,-5.402216869,-9.812278366,-7.927097792,-5.657534506,-7.540497024,0.218774136,0.244699772,0,0,0,0,0.218774136,0.324722891,0,0.009112776,0.292808187,0.057437872,1
,0,0,o1,3,3,103,CORRECT REJECTION,1,167,334,500,667,834,-5.142360162,-5.808080916,-8.651612085,-5.567777146,-6.89747725,-5.139636874,0.35720498,0.298859508,0,0,0,0,0.35720498,0.273989886,0,0.304027857,0.137815344,0.357545391,1
,0,1,o1,3,3,104,MISS,0,166,333,500,666,833,5.747239488,3.795783472,-0.288492779,1.333418213,4.231785833,4.797729555,0.281595064,0.372446744,1,1,1,1,0.281595064,0.525527066,0.963938403,0.833322723,0.471026771,0.400283806,0
0.60811732,1,1,o1,3,3,105,HIT,0,166,333,500,666,833,-5.143309254,-3.636599354,0.406946837,-0.913763528,-3.691259281,-2.142440567,0.357086343,0.439945036,1,1,1,1,0.357086343,0.545425081,0.949131645,0.885779559,0.53859259,0.732194929,1
,0,0,o1,3,3,106,CORRECT REJECTION,0,166,333,500,666,833,8.778036979,7.585879158,3.219346932,5.656983456,3.351770653,7.699514591,0,0,0,0,0,0,0,0.051765105,0.597581634,0.292877068,0.581028668,0.037560676,1
,0,0,o1,3,3,107,CORRECT REJECTION,0,166,333,499,666,833,7.641096808,3.41485927,5.052237103,3.017258023,4.30290983,7.963848189,0.044862899,0.095104871,0.095104871,0.106305111,0.106305111,0.011839816,0.044862899,0.573142591,0.368470362,0.622842747,0.462136271,0.004518976,1
